Title,Date,Rating,Author,Summary,OCN,Pros,Cons,Verdict
JBL Link Portable,2020-03-21,8.1,Morten Skeldal Østergaard,Funktionsrik trådlös högtalare.,Högtalare, Många funktioner," Klen bas
","Ljudkvaliteten är inte i paritet med de bästa högtalarna från Sonos och andra liknande Hi-fi-märken. Basen hänger inte med när ljudvolymen dras upp, men i övrigt är ljudet klart och opåverkat vid alla ljudvolymer."
"Targus Cypress 15,6 Security Backpack",2020-03-24,8.4,Morten Skeldal Østergaard,Säker ryggsäck skyddar datorn.,Diverse, Bra skydd för datorn," Inga yttre fickor
","Inuti väskan finns det två fack. Ett större för allt vad man nu vill ta med sig, och ett lite mindre som är vadderat för att ge datorn extra skydd. Det här facket är fastsytt så att det hänger ett par centimeter över botten, något som minimerar risken för att datorn ska slå i golvet när man ställer ner ryggsäcken. Vi testade funktionen med en gammal bärbar i datorfacket genom att släppa väskan tre gånger i ett hårt golv från en meters höjd. Datorn klarade sig utan synliga skador och den fungerade som den skulle efteråt."
Denver EBO-630L,2020-04-06,7.8,Morten Skeldal Østergaard,Funktionsrik e-boksläsare.,Diverse, Bra kontrast, Jobbiga knappar,Skärmens upplösning är tillräckligt hög för att de enskilda bildpunkterna som bygger upp bokstäverna inte ska synas. Kontrasten är bra när ljuset tänds i läsplattan. Det är dock synd att EBO-630L glömmer bort att ljuset var tänt om den stängs av och startas igen.
HP Elite Dragonfly 8MK91EA,2020-03-17,8.8,Morten Skeldal Østergaard,Lätt kontorsdator.,Dator, Otroligt lätt," Dyr
","Den tryckkänsliga skärmen är i en klass för sig. Den ger en bra och ljusstark bild, och den reagerar ögonblickligen när man trycker på den. Skärmen kan vinklas 360 grader bakåt, så att Dragonfly kan användas som en något tjock surfplatta."
HyperX Fury Ultra,2020-04-16,7.9,Morten Skeldal Østergaard,Stor musmatta med inbyggt ljus.,Diverse, Bra och jämn yta," Fast usb-kabel
",Undersidan är klädd med gummi för att musmattan ska ligga kvar exakt där du placerar den – oavsett hur vilt du rör musen. Det fungerar.
Kobo Clara HD,2020-05-07,9.7,Morten Skeldal Østergaard,Bästa e-boksläsaren.,Diverse, Ljusstark,,"Batteriet räcker så länge att vi aldrig fick slut på ström under testperioden på tio dagar. Hur batteri­tiden är kan vi alltså inte säga, men helt klart är att det räcker tillräckligt länge. "
Netgear RAX20 AX1800 WiFi 6 Router,2020-04-04,7.5,Henrik Ræder Clausen,Billigaste Wi-Fi 6-routern hittills.,Router, Höga hastigheter, Måttlig räckvidd,"RAX20 är en grå fyrkantig låda med en rad kraftigt lysande statuslampor i frontpanelen. Det känns som om designavdelningen har fått i uppdrag att ta fram en låda som ser billig ut. Baksidan bjuder på fyra fasta nätverksuttag plus anslutningen till modemet. På ena sidan finns det en usb 3.0-port för en hårddisk. WPS-knappen, som används för enkel anslutning till nätverket, är en diskret historia som sitter lätt åtkomlig i framkant. Dumt nog sitter den precis intill knappen som stänger ner hela nätverket. "
Sandberg Destroyer Flexweight Mouse,2020-04-16,7.5,Morten Skeldal Østergaard,Spännande och billig mus.,Mus, Bra utformning," Ingen manual
",På undersidan finns det en bred lucka som döljer fem små vikter. Dessa kan med ett visst besvär pillas loss en och en för att ändra musens vikt. Den som känner behov av att ställa in exakt hur mycket musen väger får nu alltså sitt.
Huawei P40 Pro,2020-04-07,6.9,Markus Dahlberg,Halvfärdig premiumtelefon.,Telefon, Grym kamera, Inte alla appar,"Detta måste Huawei komma till rätta med. Just nu är P40 Pro en ofärdig produkt för den svenska marknaden. Det är inget fel på App Gallery och med tiden kommer säkerligen tjänsten att fyllas på med de flesta väsentliga appar som i dag saknas, men just nu känns det hela mer än lovligt skakigt. Få lär betala 11000 kronor för en halvfärdig telefon."
Dynabook Tecra X50-F-16L,2020-04-06,7.4,Markus Dahlberg,Elegant 15-tummare för affärsfolk.,Dator, Snygg, Trist skärm,"Dynabook brukar hävda att många företag kräver en ethernetport, men den är bortplockad här. Lika bra det, för datorn stödjer Wi-Fi 6 – det vill säga morgondagens snabba trådlösa nätverk. Vi får också Bluetooth 5 och riktigt många usb-portar av modernt snitt. Värt att tänka på är att laddningen sker via usb c och att båda usb c-portarna sitter på höger kortsida. Där får vi även en hdmi-port i full storlek. Utmärkt bra när datorn ska kopplas upp mot en projektor eller bildskärm."
Epson Expression Photo XP-970,2020-04-09,8.7,Morten Skeldal Østergaard,Liten A3-skrivare med klass.,Skrivare, Snygga foton i A3," Dyr i drift
",Vi testar med vårt A4-ark som är speciellt framtaget för att avslöja svagheter i fotoutskrifter. Vi hinner också skriva ut tolv fotografier i A3-storlek innan det roliga är slut och skrivaren meddelar att det är dags att byta en av färgpatronerna. En titt i skrivarprogrammet i Windows visar att även ytterligare två färgpatroner håller på att ta slut. Eftersom en standardpatron kostar runt 150 kronor drar utskriftskostnaderna alltså iväg när man skriver ut stora foton. Att byta alla de sex patronerna kostar  runt 800 kronor. Det finns XL-patroner som drar ner kostnaden lite grand.
AOC U2790PQU,2020-04-12,8.9,Markus Dahlberg,Prisvärd och elegant 4K-skärm.,Skärm, Elegant," Ej usb c
","Alla portar sitter på baksidan, även usb 3.0-hubben. Det finns två hdmi-portar och en DisplayPort. Alla pekar rakt nedåt och är hopplösa att nå utan att vrida på skärmen. Tyvärr får vi ingen anslutning för usb c. Det är en allt tilltagande nackdel ju vanligare usb c-standarden blir."
Netgear Nighthawk M2 MR2100,2020-04-16,8.4,Henrik Ræder Clausen,Smidig router för 5G.,Router, Enkel installation, Medelmåttiga prestanda,"I vardagen är det här en diskret och effektiv router, men internetanslutningen är seg. Det beror på att den uppmätta pingtiden (reaktionstiden) är 50 millisekunder, det vill säga tio gånger högre än i vanliga trådlösa nätverk. Detta märks när komplexa webbsidor öppnas och det ger problem i snabba spel som till exempel CounterStrike."
Zagg tri-fold keyboard,2020-02-09,6.8,Markus Dahlberg,Hopfällbart tangentbord som går ner i fickan.,Tangentbord, Fullstora tangenter," Jobbigt att skriva på
","Idén med tri-fold är klockren, men det fungerar för dåligt och osäkert. Då har vi inte ens nämnt det faktum att tangentlayouten kräver lång tillvänjning, till exempel den delade mellanslagstangenten eller den ynkliga Entertangenten."
TP-Link Archer AX50,2020-02-11,7.4,Henrik Ræder Clausen,Wi-Fi 6-router med 2x2 kanaler och fyra nätverksportar.,Router, Billig, Kort räckvidd,Usb-porten i bakkant kan användas för fildelning. Här mäter vi upp läs- och skrivhastigheter på 26 respektive 13 megabyte i sekunden. Det är användbart för att dela filer i mindre omfattning och där det mest handlar om att läsa filer. Det är dock inte tillräckligt för att fungera som en fullödig nätverkshårddisk för vardagsbruk.
JBL Tune 220TWS,2020-02-09,8.7,Markus Dahlberg,Trådlösa öronproppar med knubbigt etui.,Hörlurar och headset, Fin passform," Micro-usb
","Laddetuiet är ovanligt knubbigt, men det är lättöppnat och det glider enkelt ner i fickan. Precis som propparna andas det kvalitet."
Google Stadia,2020-02-14,8.5,Morten Skeldal Østergaard,Spela nya spel i en gammal dator eller på tv:n,Diverse, Billig lösning," Kräver snabb internetanslutning
",Det går även att spela i en pc efter samma princip. Det är smart eftersom det så går att spela nya krävande spel i en gammal pc – så länge internetuppkoppling är snabb.
Creative T100,2020-02-11,8.5,Morten Skeldal Østergaard,Strama stereohögtalare till datorn.,Högtalare, Många anslutningsmöjligheter,,"T100 kan användas till mycket mer än att bara kopplas till en dator. På den högra högtalaren hittar vi tre ingångar: AUX, usb och optisk. Det sistnämnda kan ge högre ljudkvalitet om det finns en optisk utgång på datorns ljudkort eftersom den optiska signalen inte påverkas av elektroniskt brus från andra komponenter. Dessutom stödjer T100 Bluetooth 5.0, så det går alltså att spela upp ljud från mobiltelefonen. De är dessutom eleganta nog för att användas som högtalare i vilket rum som helst."
Acer XV273K,2020-02-11,9.1,Morten Skeldal Østergaard,Proffsskärm med kåpa.,Skärm, Bra bild," Ej roterbar
","De fysiska knapparna för att hantera skärmmenyn sitter på baksidan. Eftersom man inte ser dem får man känna sig fram, vilket inte precis underlättar när man vill hitta rätt knapp."
HyperX Pulsefire Raid,2020-02-14,8.4,Morten Skeldal Østergaard,Spelmus med elva knappar.,Mus, Skön att hålla i," Rörigt program
","De vanliga vänster- och högerklicksknapparna består av två separata plaststycken, i stället för att vara en del av samma plastbit som musens ovandel. Det gör att det är lätt att trycka ner dem hur man än träffar dem med fingret."
Asus Vivobook 14 S403FA-EB215T,2020-02-13,8.3,Morten Skeldal Østergaard,Nätt 14-tummare.,Dator, Lång batteritid," Jobbigt tangentbord
","Sparivern märks mest när vi börjar skriva. Tangentbordet är inte kul. Tangenterna är glatta och de behöver knappt tryckas ner innan tecknet registreras av Windows. I längden är det tröttande att skriva på det. Det duger till kortare texter, men knappast till den där boken du alltid har tänkt skriva.  Det finns inga speciella medieknappar."
Asus CG32UQ,2020-03-12,8.8,Morten Skeldal Østergaard,Spelskärm med fina prestanda.,Skärm, Höj kontrast," Dyr
","Baksidan lyses upp av en rad lysdioder längs kanterna och skärmen innehåller en teknik som ändrar färg på baksidesljuset efter bilden som visas. Det fungerar i både spel och filmer, men även vid kontorsarbete. "
Acronis True Image 2020,2020-02-26,9.2,Morten Skeldal Østergaard,Klassiskt backupprogram.,Program appar spel, Snabb backup och återställning," Svårt att se hur lång tid en backup tar
",Vitsen med backup är ju att det ska gå att återställa filer från säkerhetskopiorna. Det fungerar mycket bra och det går snabbt i True Image.
Sandberg USB-C 10-in-1 Docking Station,2020-05-04,7.1,Morten Skeldal Østergaard,Dockningsstation med många anslutningar.,Diverse, Hög byggkvalitet, Långsam,"Usb-kabeln sitter fast i stationens ena ände, vilket är dumt. I vår dator sitter usb c-porten på fel sida, varför dockningsstationen måste sitta bak och fram. Det hade ju varit betydligt smartare om det gick att koppla in usb-kabeln i vilken ände som helst."
MSI Optix MAG272CQR,2020-05-07,9.2,Morten Skeldal Østergaard,Böjd spelskärm i toppkvalitet.,Skärm, Hög bildkvalitet,,"Ramen runt bildytan är tunn, precis som den ska vara numera. Det är inte bara snyggt, det gör också att den inte känns lika stor som andra bildskärmar i 27-tumskategorin. Det nättare intrycket till trots är det här en tung skärm som står stadig som en klippa på bordet."
Trend Micro Mobile Security & Antivirus,2020-05-05,9.0,Morten Skeldal Østergaard,Effektiv säkerhetsapp.,Program appar spel, Fångar alla virus," Irriterande meddelanden
","Här finns också många andra funktioner, till exempel autostängning av appar som inte används. De flesta funktionerna finns dock i den kompletta versionen av programmet, som kostar runt 238 kronor om året. Behöver du ett skydd för Windows också kan du spara pengar på att köpa en paketlösning från Trend Micro."
JBL Live 300TWS,2020-05-08,8.6,Markus Dahlberg,Trådlösa öronproppar med koll på omvärlden.,Hörlurar och headset, Bra ljud," Tveksam styrning
","Ljudmässigt imponerar Live 300TWS. Basen är fast och stadig och all musik låter tilltalande och bra. Det finns en equalizer i appen. Den fungerar bra för att ge ännu mer bas, men väljer man att framhäva rösten låter det väldigt underligt. Mellanregistret är inte dessa lurars starka sida, men med avstängd equalizer märks det inte."
Zoom,2020-05-07,7.6,Morten Skeldal Østergaard,Populära videomöten.,Program appar spel, Många funktioner, Tidsbegränsning,"Med en bra webbkamera blir bilden av dig klar och tydligt med en upplösning på upp till 720p. Det går att byta ut bakgrunden, så att de andra mötesdeltagarna slipper se ditt ostädade sovrum och i stället kan njuta av till exempel en sandstrand. Bäst sägs det fungera med en grön duk bakom sig, men när vi provade med ett par gröna skynken fick vi en hel del flimmer i bilderna. Märkligt nog blev det bättre när vi ställde din Zoom på att byta bakgrunden utan någon så kallad green screen. Det går även att använda en video som bakgrund – om datorn är snabb. Det kan ge en illusion av att du sitter någon helt annanstans än hemma."
HP LaserJet Pro M283fdw,2020-05-12,8.3,Morten Skeldal Østergaard,Gedigen färglaser för större utskriftsbehov.,Skrivare, Stort pappersfack," Tar stor plats
","En smidig funktion är automatisk duplex som skriver ut på båda sidor av ett ark. När första sidan är utskriven dras papperet in i skrivaren igen, varpå andra sidan skrivs ut. Det fungerar mycket bra – i alla fall så länge man kommer ihåg att begära dubbelsidiga utskrifter i utskriftsdialogrutan i Windows. Duplex är visserligen långsammare än att skriva ut två separata ark, men pappersåtgången halveras ju i ett nafs."
Braven BRV-XXL/2,2020-05-12,8.3,Markus Dahlberg,Den moderna bergsprängaren.,Högtalare, Maffig på alla fronter, Stor och tung,"Problemet med Bravens högtalare är att den är för mastig att ta med. Som högtalare på altanen eller som flyttbar musikanläggning hemma är den kul och imponerande. Men som den friluftshögtalare Braven gör gällande att den är, är den alldeles för otymplig. Men det är klart, amerikanskt friluftsliv bygger väl till stora delar på att man packar pickupen full med prylar och drar upp i bergen. Då är säkert XXL/2:s omfång passande. Men en svensk campingtur gör Braven om till en styrketräningsrunda. Det vi gillar allra sämst är dock den externa strömadaptern som dessutom är lika stor som till en gammal bärbar pc. Det är långt ifrån optimalt att släpa med sig den på en resa. Ölöppnaren däremot är ett uppskattat partytrick."
Jabra Elite 75t,2020-03-19,9.8,Markus Dahlberg,Högklassiga öronproppar,Hörlurar och headset, Otroligt bra ljud,,"Hela upplevelsen med 75t är trevlig och tilltalande. De är utomordentligt enkla att hantera. Tas de ur stoppas musiken och när de sätts tillbaka startar musiken igen. De två fysiska knapparna, en på varje snäcka, är stora och enkla att nå när lurarna sitter på plats. Det klickar till lite diskret när de trycks in, något som är riktigt bra ur ett användarperspektiv. Det är skönt att känna när en knapp trycks in, handhavandet blir tydligare och bättre än med touchkontroller som många konkurrenter har."
Asus AiMesh AX6100 Wi-Fi System,2020-04-09,9.5,Henrik Ræder Clausen,Snabbt meshsystem med Wi-Fi 6.,Router, Enkel installation,,"Administrationssidorna är välgjorda med hjälpsamma ikoner och en bra svensk översättning. Det är många funktioner att hålla reda på, men det löser Asus fint med flikar, underflikar och hjälptexter. Här finns alla upptänkliga funktioner, till exempel gästnätverk och optimering för spel."
AVM FRITZ!Repeater 600,2020-04-08,7.4,Henrik Ræder Clausen,Billig nätverksförlängning,Nätverkstillbehör, Enkel installation, Beskedliga hastigheter,"En av orsakerna till de låga hastigheterna gömmer sig i specifikationerna. Fritz!Repeater 600 stödjer bara Wi-Fi 4 och enbart det långsammare 2,4 gigahertzbandet. Men även med det i beaktande är hastigheterna låga. Till det tillkommer att det inte går att ansluta enheter med nätverkskabel."
Logitech Ergo K860,2020-03-24,9.5,Markus Dahlberg,Tudelat ergonomiskt tangentbord.,Tangentbord, Bra tangenter,,"Anslutningen sker via Bluetooth eller via usb med Logitechs Unifying-adapter. Båda sätten fungerar lika bra, men det fina med adaptern är att flera av Logitechs enheter kan anslutas till samma adapter."
Roccat Kone Pure Ultra,2020-03-21,8.8,Testzonen,Extremt lätt mus,Mus, Superlätt," Dyr
","Roccat Kone Pure Ultra är egentligen en spelmus och därför fungerar den tillsammans med inställningsprogrammet Swarm. Det går bland annat att ställa in färgen på den alltför starkt lysande logotypen (ingen fara – den hamnar under handen så att man slipper se den.) Det går även att programmera knappar, ställa in känsligheten, hur högt musen kan lyftas innan sensorn stängs och mycket mer."
